algorithm,precision,dims,iterations,s,nx,ny,nz,substrate_step,x_tile_size,init_time,time,std_dev
lstcsta,S,3,100,1,300,300,300,1,16,12,206260.64,1035.862728
lstcsta,S,3,100,1,600,600,600,1,16,20,2788985.46,254977.1504
lstcsta,S,3,100,1,600,600,600,1,16,24,2432346.12,359921.2051
lstcsta,S,3,100,1,600,600,600,1,16,23,2774656.74,387519.384
lstcsta,S,3,100,1,600,600,600,1,16,23,2834415.58,396786.9538
lstcsta,S,3,100,1,600,600,600,1,16,23,3078279.94,3232.875039
lstcsta,S,3,100,1,800,800,800,1,16,25,5724052.14,1099913.266
lstcsta,S,3,100,1,800,800,800,1,16,43,8320238.36,1097617.919
lstcsta,S,3,100,1,800,800,800,1,16,35,9044578.26,134569.394
lstcsta,S,3,100,1,800,800,800,1,16,31,6555320.94,1092657.966
lstcsta,S,3,100,1,800,800,800,1,16,31,9024176.22,95172.30274
lstcsta,S,3,100,1,200,200,200,1,16,6,64969.64,481.9188629
lstcsta,S,3,100,1,200,200,200,1,16,8,65019.28,96.1690262
lstcsta,S,3,100,1,200,200,200,1,16,7,65085.06,121.1388311
lstcsta,S,3,100,1,200,200,200,1,16,8,65124.8,290.1438953
lstcsta,S,3,100,1,200,200,200,1,16,7,65472.18,726.9029286
lstcsta,S,3,100,1,100,100,100,1,16,4,9946.32,211.5066372
lstcsta,S,3,100,1,100,100,100,1,16,4,9847.38,38.89261627
lstcsta,S,3,100,1,100,100,100,1,16,4,9877.5,68.79425848
lstcsta,S,3,100,1,100,100,100,1,16,4,9880.82,40.01984008
lstcsta,S,3,100,1,100,100,100,1,16,4,9906.64,17.52570683
lstcsta,S,3,100,1,450,450,450,1,16,17,657516.64,1395.551328
lstcsta,S,3,100,1,450,450,450,1,16,21,648694.22,16098.10567
lstcsta,S,3,100,1,450,450,450,1,16,21,651726.1,1469.604862
lstcsta,S,3,100,1,450,450,450,1,16,19,648252.8,5049.054343
lstcsta,S,3,100,1,450,450,450,1,16,21,647144.18,2554.677433
lstcsta,S,3,100,1,256,256,256,1,16,8,166771.66,325.6336352
lstcsta,S,3,100,1,256,256,256,1,16,10,166743.6,268.3635594
lstcsta,S,3,100,1,256,256,256,1,16,10,166735.64,265.4084972
lstcsta,S,3,100,1,256,256,256,1,16,10,168729.5,4014.380093
lstcsta,S,3,100,1,256,256,256,1,16,10,167227.06,910.7316929
lstcsta,S,3,100,1,400,400,400,1,16,14,484466.2,7381.180778
lstcsta,S,3,100,1,400,400,400,1,16,39,480845.84,723.1202489
lstcsta,S,3,100,1,400,400,400,1,16,17,480557.62,1857.611853
lstcsta,S,3,100,1,400,400,400,1,16,18,481101.14,897.5613407
lstcsta,S,3,100,1,400,400,400,1,16,17,471636.22,10827.94535
lstcsta,S,3,100,1,224,224,224,1,16,8,77038.86,426.5234348
lstcsta,S,3,100,1,224,224,224,1,16,10,76820.9,235.8800755
lstcsta,S,3,100,1,224,224,224,1,16,12,76919.3,402.7670915
lstcsta,S,3,100,1,224,224,224,1,16,11,76797.2,189.8460429
lstcsta,S,3,100,1,224,224,224,1,16,8,76656.56,140.1576484
lstcsta,S,3,100,1,550,550,550,1,16,18,2056474.24,82417.20177
lstcsta,S,3,100,1,550,550,550,1,16,20,2077563.72,30509.78065
lstcsta,S,3,100,1,550,550,550,1,16,22,1732258.06,244501.4044
lstcsta,S,3,100,1,550,550,550,1,16,21,2048567.26,6869.666285
lstcsta,S,3,100,1,550,550,550,1,16,21,1879179.26,160422.8286
lstcsta,S,3,100,1,64,64,64,1,64,2,6592.32,230.2478178
lstcsta,S,3,100,1,64,64,64,1,64,5,6585.92,34.10093254
lstcsta,S,3,100,1,64,64,64,1,64,2,6583.66,27.18500322
lstcsta,S,3,100,1,64,64,64,1,64,2,6587.14,18.93991552
lstcsta,S,3,100,1,64,64,64,1,64,4,6590.2,32.23290244
lstcsta,S,3,100,1,500,500,500,1,64,18,1400582.76,25716.30885
lstcsta,S,3,100,1,500,500,500,1,64,23,1370381.3,44767.51773
lstcsta,S,3,100,1,500,500,500,1,64,21,1415491.94,3379.996523
lstcsta,S,3,100,1,500,500,500,1,64,23,1059604,162726.6716
lstcsta,S,3,100,1,500,500,500,1,64,19,1419834.46,28751.00595
lstcsta,S,3,100,1,1000,1000,1000,1,64,43,11721825.38,1970392.496
lstcsta,S,3,100,1,1000,1000,1000,1,64,36,12426224.22,3842900.995
lstcsta,S,3,100,1,1000,1000,1000,1,64,39,14728510.86,3510369.234
lstcsta,S,3,100,1,1000,1000,1000,1,64,36,17149665.22,136700.0719
lstcsta,S,3,100,1,1000,1000,1000,1,64,40,11024649.88,1339382.766
lstcsta,S,3,100,1,50,50,50,1,64,2,4437.24,154.0673307
lstcsta,S,3,100,1,50,50,50,1,64,3,4458.12,315.1497193
lstcsta,S,3,100,1,50,50,50,1,64,5,4411.38,19.2144633
lstcsta,S,3,100,1,50,50,50,1,64,2,4406.7,19.61657462
lstcsta,S,3,100,1,50,50,50,1,64,4,4415.86,17.54424122
lstcsta,S,3,100,1,288,288,288,1,64,9,178920.24,778.3748084
lstcsta,S,3,100,1,288,288,288,1,64,12,178789.86,575.1817803
lstcsta,S,3,100,1,288,288,288,1,64,12,179179.38,1105.336544
lstcsta,S,3,100,1,288,288,288,1,64,12,178804.48,645.3805154
lstcsta,S,3,100,1,288,288,288,1,64,13,178849.58,326.079505
lstcsta,S,3,100,1,192,192,192,1,64,8,60396.38,1855.905988
lstcsta,S,3,100,1,192,192,192,1,64,7,59118.94,264.5368337
lstcsta,S,3,100,1,192,192,192,1,64,7,59056.68,83.27795387
lstcsta,S,3,100,1,192,192,192,1,64,7,59076.48,95.7392793
lstcsta,S,3,100,1,192,192,192,1,64,7,59103.62,296.7427768
