algorithm,precision,dims,iterations,s,nx,ny,nz,substrate_step,x_tile_size,init_time,time,std_dev
lstcsta,S,3,100,1,224,224,224,1,16,14,234790.96,3830.788671
lstcsta,S,3,100,1,224,224,224,1,16,12,233863.12,715.5684074
lstcsta,S,3,100,1,550,550,550,1,16,20,2322400.7,1296526.023
lstcsta,S,3,100,1,550,550,550,1,16,24,1881824.78,565818.1451
lstcsta,S,3,100,1,550,550,550,1,16,25,2526181.42,1525853.533
lstcsta,S,3,100,1,550,550,550,1,16,24,2570104.8,1328185.553
lstcsta,S,3,100,1,550,550,550,1,16,24,3590222.22,547564.5819
lstcsta,S,3,100,1,64,64,64,1,64,4,6881.14,605.3215347
lstcsta,S,3,100,1,64,64,64,1,64,3,6803.84,31.0266724
lstcsta,S,3,100,1,64,64,64,1,64,3,6759.58,27.65869845
lstcsta,S,3,100,1,64,64,64,1,64,3,6799.08,26.35969651
lstcsta,S,3,100,1,64,64,64,1,64,3,6766.98,40.22262547
lstcsta,S,3,100,1,500,500,500,1,64,20,3941219.66,858105.4443
lstcsta,S,3,100,1,500,500,500,1,64,24,2972462.46,1829269.046
lstcsta,S,3,100,1,500,500,500,1,64,25,4645326.36,932448.4612
lstcsta,S,3,100,1,500,500,500,1,64,27,4821602.72,308784.7761
lstcsta,S,3,100,1,500,500,500,1,64,25,5040120.44,421256.4247
lstcsta,S,3,100,1,1000,1000,1000,1,64,168,10930818.54,3260441.791
lstcsta,S,3,100,1,1000,1000,1000,1,64,43,12189070.44,5872127.856
lstcsta,S,3,100,1,1000,1000,1000,1,64,42,16160007.56,8768320.332
lstcsta,S,3,100,1,1000,1000,1000,1,64,42,16906037.66,8185633.433
lstcsta,S,3,100,1,1000,1000,1000,1,64,45,26537132.32,4787046.36
lstcsta,S,3,100,1,50,50,50,1,64,2,5343.16,294.4089238
lstcsta,S,3,100,1,50,50,50,1,64,3,5225.5,33.20557182
lstcsta,S,3,100,1,50,50,50,1,64,2,5220.32,292.5753537
lstcsta,S,3,100,1,50,50,50,1,64,2,5156.94,34.38453722
lstcsta,S,3,100,1,50,50,50,1,64,2,5185.4,48.1759276
lstcsta,S,3,100,1,288,288,288,1,64,12,693786.2,4083.474878
lstcsta,S,3,100,1,288,288,288,1,64,16,712279,6725.784885
lstcsta,S,3,100,1,288,288,288,1,64,15,712686.56,14866.12655
lstcsta,S,3,100,1,288,288,288,1,64,15,270960.6,149909.5704
lstcsta,S,3,100,1,288,288,288,1,64,15,718893.3,1182.182207
lstcsta,S,3,100,1,192,192,192,1,64,8,97996.06,1938.684228
lstcsta,S,3,100,1,192,192,192,1,64,11,97862.54,603.3622199
lstcsta,S,3,100,1,192,192,192,1,64,11,97633.32,207.2095982
lstcsta,S,3,100,1,192,192,192,1,64,10,97719.98,244.8813174
lstcsta,S,3,100,1,192,192,192,1,64,10,97672.24,164.7771295
lstcsta,S,3,100,1,160,160,160,1,64,6,54781.62,708.519919
lstcsta,S,3,100,1,160,160,160,1,64,9,51439.7,932.7073764
lstcsta,S,3,100,1,160,160,160,1,64,8,51196.36,281.6638962
lstcsta,S,3,100,1,160,160,160,1,64,9,51207.82,268.9936572
lstcsta,S,3,100,1,160,160,160,1,64,7,51158.72,123.2913687
lstcsta,S,3,100,1,350,350,350,1,64,13,1449804.48,29378.34414
lstcsta,S,3,100,1,350,350,350,1,64,19,991837.14,473670.3601
lstcsta,S,3,100,1,350,350,350,1,64,18,1460625.84,31185.72938
lstcsta,S,3,100,1,350,350,350,1,64,19,1344365.06,221270.0435
lstcsta,S,3,100,1,350,350,350,1,64,19,1440028.82,22715.33673
lstcsta,S,3,100,1,96,96,96,1,64,4,13642.9,721.1240185
lstcsta,S,3,100,1,96,96,96,1,64,5,13559.98,125.1826649
lstcsta,S,3,100,1,96,96,96,1,64,5,13769.28,44.89411543
lstcsta,S,3,100,1,96,96,96,1,64,6,13657.66,40.73897888
lstcsta,S,3,100,1,96,96,96,1,64,6,13752.92,40.32162695
lstcsta,S,3,100,1,128,128,128,1,64,7,34235.02,525.3197308
lstcsta,S,3,100,1,128,128,128,1,64,8,34422.56,233.5897395
lstcsta,S,3,100,1,128,128,128,1,64,9,34705.06,749.3083587
lstcsta,S,3,100,1,128,128,128,1,64,9,34344.38,133.0952877
lstcsta,S,3,100,1,128,128,128,1,64,8,34564.9,495.9211732
lstcsta,S,3,100,1,150,150,150,1,64,5,45962.68,2165.206627
lstcsta,S,3,100,1,150,150,150,1,64,11,44931.76,293.0426972
lstcsta,S,3,100,1,150,150,150,1,64,10,44953.34,934.2814482
lstcsta,S,3,100,1,150,150,150,1,64,16,45232.04,83.4812458
lstcsta,S,3,100,1,150,150,150,1,64,10,45244.64,239.4140982
lstcsta,S,3,100,1,250,250,250,1,64,10,437390.76,2944.03855
lstcsta,S,3,100,1,250,250,250,1,64,14,441705.5,3532.753715
lstcsta,S,3,100,1,250,250,250,1,64,13,449511.48,571.3045156
lstcsta,S,3,100,1,250,250,250,1,64,14,448571.96,2677.276504
lstcsta,S,3,100,1,250,250,250,1,64,14,446438.36,3649.257699
lstcsta,S,3,100,1,300,300,300,1,64,11,775777.42,13008.9443
lstcsta,S,3,100,1,300,300,300,1,64,14,771418.24,897.8384612
lstcsta,S,3,100,1,300,300,300,1,64,15,735376.24,76260.88432
lstcsta,S,3,100,1,300,300,300,1,64,15,788771.44,15168.52465
lstcsta,S,3,100,1,300,300,300,1,64,15,788517.38,4933.850922
lstcsta,S,3,100,1,600,600,600,1,64,23,3253313.76,2018163.626
lstcsta,S,3,100,1,600,600,600,1,64,29,3135174.84,1044884.398
lstcsta,S,3,100,1,600,600,600,1,64,27,5113741.32,3092635.729
lstcsta,S,3,100,1,600,600,600,1,64,27,7100205.76,1740583.19
lstcsta,S,3,100,1,600,600,600,1,64,28,6948115.46,1596155.495
lstcsta,S,3,100,1,800,800,800,1,64,57,6641504.42,2653924.127
lstcsta,S,3,100,1,800,800,800,1,64,40,8354558.98,3939916.402
lstcsta,S,3,100,1,800,800,800,1,64,37,15294673.88,2378122.477
lstcsta,S,3,100,1,800,800,800,1,64,55,16616258.16,557196.4958
lstcsta,S,3,100,1,800,800,800,1,64,31,17849675.62,1275601.918
lstcsta,S,3,100,1,200,200,200,1,64,8,90648.46,2188.025916
lstcsta,S,3,100,1,200,200,200,1,64,11,90446.02,203.152208
lstcsta,S,3,100,1,200,200,200,1,64,10,90325.58,233.9010124
lstcsta,S,3,100,1,200,200,200,1,64,11,90209.6,454.0170922
lstcsta,S,3,100,1,200,200,200,1,64,10,90198.18,195.1962797
lstcsta,S,3,100,1,100,100,100,1,64,4,16925.6,500.6296036
lstcsta,S,3,100,1,100,100,100,1,64,5,16891.44,53.48388916
lstcsta,S,3,100,1,100,100,100,1,64,4,16930.78,101.2269312
lstcsta,S,3,100,1,100,100,100,1,64,5,16900.92,55.16514842
lstcsta,S,3,100,1,100,100,100,1,64,5,16907.64,52.77831373
lstcsta,S,3,100,1,450,450,450,1,64,17,2618716.84,791085.4518
lstcsta,S,3,100,1,450,450,450,1,64,24,1840025.4,693134.2779
lstcsta,S,3,100,1,450,450,450,1,64,25,1627768.74,691636.6505
lstcsta,S,3,100,1,450,450,450,1,64,24,2456426.46,1202743.729
lstcsta,S,3,100,1,450,450,450,1,64,27,3335369.74,55790.01981
lstcsta,S,3,100,1,256,256,256,1,64,10,475713.02,4215.941814
lstcsta,S,3,100,1,256,256,256,1,64,13,475782.68,886.1209498
lstcsta,S,3,100,1,256,256,256,1,64,13,479021.72,484.331541
lstcsta,S,3,100,1,256,256,256,1,64,13,475654.12,339.1920188
lstcsta,S,3,100,1,256,256,256,1,64,13,385353.22,118268.9447
lstcsta,S,3,100,1,400,400,400,1,64,15,1919764.18,708531.7447
lstcsta,S,3,100,1,400,400,400,1,64,20,2055470.22,455222.2855
lstcsta,S,3,100,1,400,400,400,1,64,20,2240997.98,267816.6697
lstcsta,S,3,100,1,400,400,400,1,64,20,2260276.48,380270.7179
lstcsta,S,3,100,1,400,400,400,1,64,20,2271126.56,109300.8993
lstcsta,S,3,100,1,224,224,224,1,64,9,297936.42,4540.566168
lstcsta,S,3,100,1,224,224,224,1,64,12,293027.38,605.0985338
lstcsta,S,3,100,1,224,224,224,1,64,15,293542.74,622.7179076
lstcsta,S,3,100,1,224,224,224,1,64,13,300414.6,3480.452241
lstcsta,S,3,100,1,224,224,224,1,64,12,300009.68,246.0897755
lstcsta,S,3,100,1,550,550,550,1,64,21,2603899.32,1573443.184
lstcsta,S,3,100,1,550,550,550,1,64,23,3142066.54,1381399.835
lstcsta,S,3,100,1,550,550,550,1,64,28,5516880.4,1654079.379
lstcsta,S,3,100,1,550,550,550,1,64,26,7082820.04,138878.5084
lstcsta,S,3,100,1,550,550,550,1,64,26,6238402.28,503061.7809
lstcsta,S,3,100,1,64,64,64,1,32,2,6671.98,583.2963737
lstcsta,S,3,100,1,64,64,64,1,32,4,6579.46,30.30855325
lstcsta,S,3,100,1,64,64,64,1,32,3,6585.62,28.23040205
lstcsta,S,3,100,1,64,64,64,1,32,4,6580.22,30.47837922
lstcsta,S,3,100,1,64,64,64,1,32,4,6608.28,54.21440399
lstcsta,S,3,100,1,500,500,500,1,32,21,3737279.14,837394.1037
lstcsta,S,3,100,1,500,500,500,1,32,42,2011949.28,431980.1615
lstcsta,S,3,100,1,500,500,500,1,32,25,1701464.12,965002.3533
lstcsta,S,3,100,1,500,500,500,1,32,26,2764456.1,1111393.929
lstcsta,S,3,100,1,500,500,500,1,32,25,4771596.92,65677.71105
lstcsta,S,3,100,1,1000,1000,1000,1,32,37,10396416.8,2790323.664
lstcsta,S,3,100,1,1000,1000,1000,1,32,43,17480264.52,7056579.31
lstcsta,S,3,100,1,1000,1000,1000,1,32,41,18805520.8,7818439.727
lstcsta,S,3,100,1,1000,1000,1000,1,32,43,17535986.28,7759725.66
lstcsta,S,3,100,1,1000,1000,1000,1,32,42,19347378.8,2477106.246
lstcsta,S,3,100,1,50,50,50,1,32,2,4503.36,368.904148
lstcsta,S,3,100,1,50,50,50,1,32,3,4441.2,30.0119976
lstcsta,S,3,100,1,50,50,50,1,32,3,4412.44,30.91223706
lstcsta,S,3,100,1,50,50,50,1,32,3,4424.9,38.76351377
lstcsta,S,3,100,1,50,50,50,1,32,3,4394.72,30.360527
lstcsta,S,3,100,1,288,288,288,1,32,14,585410.82,6236.342623
lstcsta,S,3,100,1,288,288,288,1,32,18,580856.04,2367.958335
lstcsta,S,3,100,1,288,288,288,1,32,18,582313.74,1860.696857
lstcsta,S,3,100,1,288,288,288,1,32,17,500885.1,144861.4482
lstcsta,S,3,100,1,288,288,288,1,32,17,596910.5,2299.821395
lstcsta,S,3,100,1,192,192,192,1,32,8,85827.12,2912.426573
lstcsta,S,3,100,1,192,192,192,1,32,10,85368.84,1027.481549
lstcsta,S,3,100,1,192,192,192,1,32,11,84910.38,169.507509
lstcsta,S,3,100,1,192,192,192,1,32,10,84899.66,236.3937063
lstcsta,S,3,100,1,192,192,192,1,32,10,84961.54,375.4913693
lstcsta,S,3,100,1,160,160,160,1,32,6,62542.62,703.0994209
lstcsta,S,3,100,1,160,160,160,1,32,9,62575.48,135.1765128
lstcsta,S,3,100,1,160,160,160,1,32,9,62513.76,123.5201295
lstcsta,S,3,100,1,160,160,160,1,32,9,62566.2,137.787953
lstcsta,S,3,100,1,160,160,160,1,32,8,62532.42,125.3939536
