algorithm,precision,dims,iterations,s,nx,ny,nz,substrate_step,x_tile_size,init_time,time,std_dev
lstcstai,S,3,100,1,160,160,160,1,64,12,45101.42,186.4371304
lstcstai,S,3,100,1,160,160,160,1,64,9,45249.62,343.3832197
lstcstai,S,3,100,1,160,160,160,1,64,10,44948.74,111.639923
lstcstai,S,3,100,1,160,160,160,1,64,8,44959.38,207.3491635
lstcstai,S,3,100,1,350,350,350,1,64,12,1417338.7,26497.56946
lstcstai,S,3,100,1,350,350,350,1,64,25,1097989.88,348940.0033
lstcstai,S,3,100,1,350,350,350,1,64,18,1414266.26,29034.22623
lstcstai,S,3,100,1,350,350,350,1,64,18,1163117,462570.3343
lstcstai,S,3,100,1,350,350,350,1,64,23,1407578.1,29974.5966
lstcstai,S,3,100,1,96,96,96,1,64,4,14866.98,994.5203364
lstcstai,S,3,100,1,96,96,96,1,64,10,14502.16,408.0959867
lstcstai,S,3,100,1,96,96,96,1,64,6,14161.06,101.0994382
lstcstai,S,3,100,1,96,96,96,1,64,10,14205.82,52.87558605
lstcstai,S,3,100,1,96,96,96,1,64,6,14196.34,52.1089666
lstcstai,S,3,100,1,128,128,128,1,64,6,27588.52,2403.54436
lstcstai,S,3,100,1,128,128,128,1,64,8,27467.86,87.13759464
lstcstai,S,3,100,1,128,128,128,1,64,8,27543.58,59.60506354
lstcstai,S,3,100,1,128,128,128,1,64,8,27535.18,84.94602757
lstcstai,S,3,100,1,128,128,128,1,64,7,27518.7,59.62692345
lstcstai,S,3,100,1,150,150,150,1,64,6,41530,1099.665349
lstcstai,S,3,100,1,150,150,150,1,64,10,41340.36,74.00723208
lstcstai,S,3,100,1,150,150,150,1,64,9,41386.14,73.27482787
lstcstai,S,3,100,1,150,150,150,1,64,9,41362.08,76.96306647
lstcstai,S,3,100,1,150,150,150,1,64,11,41349.6,63.1803767
lstcstai,S,3,100,1,250,250,250,1,64,10,445180.64,3788.373433
lstcstai,S,3,100,1,250,250,250,1,64,14,446100.92,505.9980174
lstcstai,S,3,100,1,250,250,250,1,64,12,440684.46,3109.850364
lstcstai,S,3,100,1,250,250,250,1,64,13,446995.42,4968.096171
lstcstai,S,3,100,1,250,250,250,1,64,17,422867.06,74651.61212
lstcstai,S,3,100,1,300,300,300,1,64,12,756672.32,2972.493037
lstcstai,S,3,100,1,300,300,300,1,64,22,748887.14,3340.561294
lstcstai,S,3,100,1,300,300,300,1,64,16,709849.86,129575.772
lstcstai,S,3,100,1,300,300,300,1,64,21,717683.8,2338.506412
lstcstai,S,3,100,1,300,300,300,1,64,17,761240.18,22795.00822
lstcstai,S,3,100,1,600,600,600,1,64,27,2671315.46,2473737.163
lstcstai,S,3,100,1,600,600,600,1,64,33,3506575.02,1726958.911
lstcstai,S,3,100,1,600,600,600,1,64,29,5154559.18,982181.6704
lstcstai,S,3,100,1,600,600,600,1,64,26,4478730.62,458764.4878
lstcstai,S,3,100,1,600,600,600,1,64,26,5871041.44,797301.0293
lstcstai,S,3,100,1,800,800,800,1,64,51,5655355.94,2512014.413
lstcstai,S,3,100,1,800,800,800,1,64,37,6323325.08,1325369.393
lstcstai,S,3,100,1,800,800,800,1,64,37,12244093.14,3976861.209
lstcstai,S,3,100,1,800,800,800,1,64,37,13006916.24,2905319.033
lstcstai,S,3,100,1,800,800,800,1,64,38,14707605.48,2248771.738
lstcstai,S,3,100,1,200,200,200,1,64,9,109519.86,2730.187539
lstcstai,S,3,100,1,200,200,200,1,64,12,107695.4,175.075755
lstcstai,S,3,100,1,200,200,200,1,64,10,107704.7,202.6877648
lstcstai,S,3,100,1,200,200,200,1,64,13,107690.5,145.9553699
lstcstai,S,3,100,1,200,200,200,1,64,9,107662.92,163.5982689
lstcstai,S,3,100,1,100,100,100,1,64,4,17657.08,667.5693774
lstcstai,S,3,100,1,100,100,100,1,64,6,17568.1,44.13581312
lstcstai,S,3,100,1,100,100,100,1,64,6,17709.58,37.09074817
lstcstai,S,3,100,1,100,100,100,1,64,7,17553.68,35.08186996
lstcstai,S,3,100,1,100,100,100,1,64,6,17560.82,40.57422334
lstcstai,S,3,100,1,450,450,450,1,64,16,2997648.84,397476.983
lstcstai,S,3,100,1,450,450,450,1,64,24,1701283.4,1204226.187
lstcstai,S,3,100,1,450,450,450,1,64,23,1362324.58,1354751.564
lstcstai,S,3,100,1,450,450,450,1,64,22,1356866.94,1331687.476
lstcstai,S,3,100,1,450,450,450,1,64,30,2080254.32,941765.42
lstcstai,S,3,100,1,256,256,256,1,64,10,462705.32,6867.261589
lstcstai,S,3,100,1,256,256,256,1,64,15,469699.08,3976.701059
lstcstai,S,3,100,1,256,256,256,1,64,18,470794.64,297.1866592
lstcstai,S,3,100,1,256,256,256,1,64,14,476338.24,2005.721711
lstcstai,S,3,100,1,256,256,256,1,64,14,415572.64,79810.62542
lstcstai,S,3,100,1,400,400,400,1,64,15,2018265.76,371857.5472
lstcstai,S,3,100,1,400,400,400,1,64,22,1716470.94,910422.9275
lstcstai,S,3,100,1,400,400,400,1,64,21,2288324.58,386973.2156
lstcstai,S,3,100,1,400,400,400,1,64,21,2232996.6,473411.7283
lstcstai,S,3,100,1,400,400,400,1,64,20,2393653.72,54749.30845
lstcstai,S,3,100,1,224,224,224,1,64,10,280029.24,2163.295491
lstcstai,S,3,100,1,224,224,224,1,64,10,283778.06,2918.277632
lstcstai,S,3,100,1,224,224,224,1,64,12,281438.66,330.1200151
